Id,SalePrice
2335,268400.68
2336,339450.26
2337,208242.07
2338,287853.93
2339,243560.32
2340,367879.79
2341,221501.82
2342,249942.0
2343,208201.85
2344,246677.23
2345,246218.64
2346,228615.44
2347,201892.88
2348,229668.76
2349,168384.33
2350,280253.42
2351,278113.32
2352,247107.0
2353,203733.43
2354,133110.0
2355,162163.65
2356,152024.12
2357,199406.42
2358,195250.5
2359,118465.18
2360,117359.04
2361,140002.5
2362,279947.55
2363,141867.46
2364,143514.57
2365,223142.82
2366,191806.22
2367,239985.17
2368,191182.33
2369,240410.24
2370,169588.83
2371,168096.18
2372,192758.02
2373,276185.13
2374,314224.97
2375,247960.32
2376,282857.38
2377,365638.14
2378,136434.28
2379,189215.8
2380,142805.86
2381,159111.63
2382,184836.23
2383,219642.0
2384,247495.81
2385,152430.37
2386,138932.0
2387,135154.58
2388,104482.17
2389,132677.84
2390,136076.5
2391,135307.2
2392,112267.97
2393,155500.32
2394,146528.02
2395,194820.5
2396,143980.83
2397,196918.9
2398,122079.63
2399,73373.61
2400,73760.16
2401,116600.42
2402,136894.96
2403,134460.1
2404,147116.6
2405,158219.5
2406,133170.5
2407,129512.92
2408,140496.33
2409,129243.55
2410,168478.0
2411,121749.75
2412,156339.0
2413,132967.35
2414,135691.41
2415,129454.41
2416,131777.77
2417,133249.55
2418,124318.91
2419,131942.0
2420,127396.93
2421,148471.25
2422,121456.37
2423,135537.37
2424,162004.95
2425,172009.87
2426,129082.07
2427,133392.22
2428,170625.85
2429,116071.87
2430,129341.0
2431,124061.32
2432,131856.0
2433,144779.0
2434,139559.0
2435,146405.0
2436,104563.0
2437,115113.07
2438,122777.59
2439,117398.3
2440,121530.33
2441,105060.84
2442,107918.75
2443,120389.51
2444,118868.06
2445,93268.29
2446,129761.5
2447,227493.27
2448,142797.27
2449,113933.33
2450,148141.08
2451,125092.74
2452,218547.27
2453,102511.08
2454,119930.58
2455,103060.5
2456,138037.37
2457,117695.76
2458,111073.46
2459,116343.58
2460,143747.3
2461,121212.54
2462,137107.67
2463,121618.0
2464,165210.5
2465,131059.25
2466,120316.8
2467,141105.52
2468,95199.8
2469,97687.74
2470,180848.81
2471,212856.04
2472,170185.74
2473,116424.34
2474,112580.62
2475,221908.9
2476,107379.2
2477,128863.16
2478,167377.0
2479,120882.51
2480,145139.5
2481,120299.6
2482,130869.0
2483,114608.91
2484,123784.53
2485,121355.16
2486,148787.63
2487,177088.83
2488,152470.65
2489,143315.9
2490,145692.45
2491,97985.21
2492,190669.68
2493,138016.06
2494,171612.1
2495,99291.57
2496,224932.65
2497,144115.5
2498,121686.83
2499,91960.0
2500,135302.91
2501,136617.55
2502,143736.25
2503,105617.52
2504,191586.3
2505,224045.7
2506,255421.48
2507,346950.98
2508,256138.65
2509,226226.41
2510,245185.29
2511,186730.13
2512,211468.92
2513,219790.04
2514,219968.0
2515,150691.5
2516,162410.65
2517,140900.4
2518,142793.05
2519,228250.08
2520,202867.85
2521,190924.2
2522,214696.1
2523,131962.1
2524,146386.25
2525,148505.5
2526,142404.0
2527,116155.83
2528,129996.74
2529,130680.5
2530,114688.03
2531,252508.46
2532,227902.79
2533,195092.85
2534,245555.91
2535,309182.21
2536,232981.87
2537,229864.51
2538,187582.67
2539,188284.77
2540,179092.65
2541,178869.87
2542,171363.98
2543,125271.63
2544,136283.09
2545,130261.67
2546,143556.77
2547,141445.02
2548,158282.24
2549,168137.36
2550,331457.5
2551,145146.18
2552,123839.82
2553,87292.2
2554,122604.93
2555,114866.34
2556,105605.98
2557,115232.09
2558,144380.85
2559,136790.92
2560,121199.58
2561,134643.54
2562,126204.56
2563,141774.64
2564,176919.06
2565,124100.21
2566,160902.98
2567,124869.54
2568,193139.98
2569,199587.83
2570,128577.77
2571,181628.45
2572,189450.19
2573,211861.15
2574,293642.39
2575,126624.5
2576,132421.14
2577,156878.6
2578,95899.8
2579,87679.05
2580,132201.08
2581,126560.93
2582,121360.01
2583,273201.54
2584,165273.32
2585,183289.58
2586,204758.99
2587,212559.63
2588,149997.58
2589,142106.39
2590,211478.08
2591,197219.44
2592,223777.4
2593,264685.73
2594,175261.26
2595,208620.48
2596,340120.9
2597,179478.32
2598,269596.4
2599,294283.73
2600,148074.02
2601,135172.13
2602,91330.04
2603,93790.6
2604,89200.5
2605,97073.0
2606,141462.27
2607,170083.9
2608,200169.7
2609,168097.4
2610,115950.37
2611,157594.04
2612,150521.1
2613,124134.0
2614,122286.99
2615,154374.15
2616,141869.0
2617,180460.55
2618,175883.82
2619,218606.1
2620,187976.33
2621,182345.2
2622,190649.2
2623,255090.58
2624,281698.35
2625,330742.69
2626,166844.83
2627,185043.64
2628,361774.7
2629,535170.52
2630,319479.94
2631,403929.06
2632,344921.99
2633,287280.27
2634,372153.97
2635,147247.64
2636,190194.9
2637,160453.38
2638,258980.09
2639,179171.8
2640,153657.52
2641,113714.76
2642,187751.83
2643,114741.66
2644,133202.0
2645,97828.0
2646,93634.8
2647,103102.0
2648,144540.02
2649,135147.73
2650,146077.9
2651,155328.81
2652,409843.7
2653,258342.63
2654,245089.47
2655,369368.22
2656,314728.31
2657,334161.31
2658,294453.72
2659,306903.21
2660,324227.11
2661,330528.5
2662,347849.99
2663,302181.4
2664,275431.53
2665,300477.89
2666,280654.61
2667,171319.39
2668,178456.87
2669,177634.43
2670,300787.77
2671,177912.36
2672,171246.79
2673,192282.48
2674,193593.81
2675,166122.29
2676,185156.31
2677,197655.8
2678,270789.22
2679,287012.13
2680,301365.44
2681,363871.25
2682,327610.53
2683,488702.58
2684,311029.61
2685,343824.68
2686,270178.44
2687,340522.54
2688,242811.35
2689,221389.4
2690,460725.85
2691,185331.33
2692,137055.5
2693,195248.53
2694,136983.85
2695,192352.2
2696,183594.75
2697,196047.56
2698,196809.0
2699,179686.8
2700,174062.24
2701,156014.82
2702,122158.58
2703,135761.95
2704,141316.1
2705,131196.5
2706,117781.4
2707,125868.61
2708,137675.0
2709,108315.04
2710,124523.5
2711,290778.77
2712,341787.64
2713,168000.94
2714,152869.35
2715,168417.08
2716,160785.77
2717,181827.23
2718,255988.34
2719,154554.34
2720,151960.66
2721,142607.87
2722,160567.43
2723,141595.27
2724,127176.87
2725,138578.0
2726,148771.12
2727,157712.9
2728,170288.0
2729,159329.8
2730,142781.25
2731,119184.5
2732,119981.5
2733,163097.4
2734,144890.05
2735,132248.5
2736,139027.96
2737,120053.83
2738,136477.96
2739,160367.39
2740,138561.52
2741,145183.5
2742,151239.5
2743,147885.5
2744,148285.75
2745,133579.59
2746,132801.25
2747,154324.72
2748,125911.41
2749,133464.0
2750,132262.08
2751,120993.5
2752,234592.42
2753,145871.75
2754,182852.67
2755,130591.71
2756,102827.13
2757,84839.8
2758,95045.07
2759,154431.37
2760,143308.9
2761,146286.75
2762,144208.5
2763,183061.94
2764,162678.9
2765,263561.63
2766,143290.82
2767,93717.0
2768,134842.45
2769,120175.59
2770,149496.52
2771,123520.08
2772,126809.0
2773,151843.43
2774,137428.99
2775,137840.49
2776,151429.54
2777,145555.0
2778,121478.54
2779,130568.05
2780,111285.83
2781,106745.14
2782,105028.42
2783,113426.09
2784,127001.0
2785,145784.27
2786,89873.44
2787,122333.53
2788,98653.01
2789,227959.0
2790,93265.2
2791,121051.58
2792,87226.16
2793,173564.07
2794,111773.87
2795,121338.26
2796,110680.37
2797,185336.13
2798,134129.64
2799,117375.54
2800,86660.61
2801,119319.5
2802,135090.45
2803,152198.07
2804,151313.53
2805,94846.0
2806,97623.98
2807,157603.8
2808,146159.37
2809,133350.58
2810,134682.15
2811,164661.07
2812,145752.62
2813,147488.0
2814,152205.45
2815,99997.08
2816,237925.18
2817,142489.0
2818,131212.0
2819,165394.72
2820,135189.07
2821,102303.5
2822,184776.27
2823,232296.29
2824,179688.4
2825,156606.72
2826,130845.75
2827,141666.0
2828,193382.54
2829,170502.27
2830,227062.31
2831,190974.72
2832,213952.87
2833,284599.14
2834,216758.64
2835,216554.2
2836,189944.79
2837,164686.28
2838,145463.77
2839,187108.94
2840,190755.05
2841,200044.1
2842,216997.92
2843,147862.58
2844,160766.6
2845,124771.5
2846,206199.53
2847,204383.65
2848,215102.35
2849,207740.8
2850,301998.89
2851,245793.2
2852,225567.43
2853,233249.56
2854,142196.0
2855,196531.48
2856,207347.43
2857,189000.33
2858,198659.79
2859,142665.1
2860,128222.35
2861,119425.35
2862,197880.23
2863,121255.52
2864,264986.49
2865,142504.18
2866,143256.0
2867,100183.37
2868,120300.96
2869,127437.01
2870,173318.75
2871,109971.04
2872,71837.32
2873,105527.44
2874,138104.5
2875,114904.03
2876,160856.45
2877,133444.32
2878,162559.6
2879,138219.74
2880,106120.62
2881,151272.73
2882,165080.5
2883,166274.35
2884,174080.31
2885,195753.89
2886,184510.91
2887,108524.6
2888,124020.71
2889,77322.5
2890,97808.58
2891,141100.42
2892,63592.59
2893,112683.99
2894,66975.43
2895,299903.49
2896,276911.96
2897,195860.75
2898,150064.53
2899,235723.9
2900,156071.43
2901,188524.48
2902,185252.0
2903,349113.58
2904,353473.43
2905,125651.32
2906,196871.12
2907,112986.85
2908,126211.5
2909,141867.63
2910,85466.0
2911,91160.04
2912,153661.45
2913,92063.83
2914,89196.0
2915,89579.0
2916,90583.0
2917,154449.62
2918,118642.24
2919,227674.09
